"gear","area","target","id_q","id_sub","value","range.lwr","range.upr","unit_range","id_I"
NA,NA,NA,17,NA,"2",NA,NA,NA,"4"
NA,NA,NA,18,NA,"0",NA,NA,NA,"4"
NA,NA,NA,19,NA,"999",NA,NA,NA,"4"
NA,NA,NA,20,NA,"2",NA,NA,NA,"4"
NA,NA,NA,21,"a","3",NA,NA,NA,"4"
NA,NA,NA,21,"b","1",NA,NA,NA,"4"
NA,NA,NA,21,"c","1",NA,NA,NA,"4"
NA,NA,NA,22,NA,"2",NA,NA,NA,"4"
NA,NA,NA,23,NA,"-999",NA,NA,NA,"4"
NA,NA,NA,24,NA,"2",NA,NA,NA,"4"
NA,NA,NA,25,NA,"-999",NA,NA,NA,"4"
NA,NA,NA,26,NA,"2",NA,NA,NA,"4"
NA,NA,NA,27,NA,"5",NA,NA,NA,"4"
NA,NA,NA,28,NA,"1",NA,NA,NA,"4"
NA,NA,NA,29,NA,"3",NA,NA,NA,"4"
NA,NA,NA,30,NA,"5",NA,NA,NA,"4"
NA,NA,NA,31,NA,"2",NA,NA,NA,"4"
NA,NA,NA,32,NA,"5",NA,NA,NA,"4"
NA,NA,NA,33,NA,"3",NA,NA,NA,"4"
NA,NA,NA,34,NA,"3",NA,NA,NA,"4"
NA,NA,NA,35,NA,"-998",NA,NA,NA,"4"
NA,NA,NA,36,NA,NA,"10",NA,"days ","4"
NA,NA,NA,37,NA,NA,NA,NA,"not_reported","4"
NA,NA,NA,38,NA,NA,NA,"5000","sek_season","4"
NA,NA,NA,39,NA,NA,"5000","20000","sek_season","4"
NA,NA,NA,40,NA,NA,NA,NA,"not_reported","4"
NA,NA,NA,41,NA,NA,NA,NA,"not_reported","4"
NA,NA,NA,42,NA,NA,NA,NA,"not_reported","4"
NA,NA,NA,43,NA,NA,NA,NA,"not_reported","4"
NA,NA,NA,44,NA,"5",NA,NA,NA,"4"
NA,NA,NA,45,NA,"-999",NA,NA,NA,"4"
NA,NA,NA,0,NA,"recreational",NA,NA,NA,"5"
NA,NA,"not_specified",2,"a","1",NA,NA,NA,"5"
NA,NA,"zander",2,"a",NA,NA,NA,NA,"5"
NA,NA,"perch",2,"a",NA,NA,NA,NA,"5"
NA,NA,"trout",2,"a",NA,NA,NA,NA,"5"
NA,NA,"salmon",2,"a",NA,NA,NA,NA,"5"
NA,NA,"pike",2,"a",NA,NA,NA,NA,"5"
NA,NA,"not_specified",2,"b",NA,NA,NA,NA,"5"
NA,NA,"zander",2,"b","5",NA,NA,NA,"5"
NA,NA,"perch",2,"b","5",NA,NA,NA,"5"
NA,NA,"trout",2,"b","1",NA,NA,NA,"5"
NA,NA,"salmon",2,"b","1",NA,NA,NA,"5"
NA,NA,"pike",2,"b","2",NA,NA,NA,"5"
NA,NA,"not_specified",2,"c","1",NA,NA,NA,"5"
NA,NA,"zander",2,"c",NA,NA,NA,NA,"5"
NA,NA,"perch",2,"c",NA,NA,NA,NA,"5"
NA,NA,"trout",2,"c",NA,NA,NA,NA,"5"
NA,NA,"salmon",2,"c",NA,NA,NA,NA,"5"
NA,NA,"pike",2,"c",NA,NA,NA,NA,"5"
NA,NA,"not_specified",2,"d","2",NA,NA,NA,"5"
NA,NA,"zander",2,"d",NA,NA,NA,NA,"5"
NA,NA,"perch",2,"d",NA,NA,NA,NA,"5"
NA,NA,"trout",2,"d",NA,NA,NA,NA,"5"
NA,NA,"salmon",2,"d",NA,NA,NA,NA,"5"
NA,NA,"pike",2,"d",NA,NA,NA,NA,"5"
NA,NA,"not_specified",2,"e","2",NA,NA,NA,"5"
NA,NA,"zander",2,"e",NA,NA,NA,NA,"5"
NA,NA,"perch",2,"e",NA,NA,NA,NA,"5"
NA,NA,"trout",2,"e",NA,NA,NA,NA,"5"
NA,NA,"salmon",2,"e",NA,NA,NA,NA,"5"
NA,NA,"pike",2,"e",NA,NA,NA,NA,"5"
NA,NA,"not_specified",2,"f","2",NA,NA,NA,"5"
NA,NA,"zander",2,"f",NA,NA,NA,NA,"5"
NA,NA,"perch",2,"f",NA,NA,NA,NA,"5"
NA,NA,"trout",2,"f",NA,NA,NA,NA,"5"
NA,NA,"salmon",2,"f",NA,NA,NA,NA,"5"
NA,NA,"pike",2,"f",NA,NA,NA,NA,"5"
NA,NA,"not_specified",2,"g","1",NA,NA,NA,"5"
NA,NA,"zander",2,"g",NA,NA,NA,NA,"5"
NA,NA,"perch",2,"g",NA,NA,NA,NA,"5"
NA,NA,"trout",2,"g",NA,NA,NA,NA,"5"
NA,NA,"salmon",2,"g",NA,NA,NA,NA,"5"
NA,NA,"pike",2,"g",NA,NA,NA,NA,"5"
NA,NA,"not_specified",3,"a","-997",NA,NA,NA,"5"
NA,NA,"zander",3,"a",NA,NA,NA,NA,"5"
NA,NA,"perch",3,"a",NA,NA,NA,NA,"5"
NA,NA,"trout",3,"a",NA,NA,NA,NA,"5"
NA,NA,"salmon",3,"a",NA,NA,NA,NA,"5"
NA,NA,"pike",3,"a",NA,NA,NA,NA,"5"
NA,NA,"not_specified",3,"b",NA,NA,NA,NA,"5"
NA,NA,"zander",3,"b","4",NA,NA,NA,"5"
NA,NA,"perch",3,"b","4",NA,NA,NA,"5"
NA,NA,"trout",3,"b","2",NA,NA,NA,"5"
NA,NA,"salmon",3,"b","2",NA,NA,NA,"5"
NA,NA,"pike",3,"b","2",NA,NA,NA,"5"
NA,NA,"not_specified",3,"c","2",NA,NA,NA,"5"
NA,NA,"zander",3,"c",NA,NA,NA,NA,"5"
NA,NA,"perch",3,"c",NA,NA,NA,NA,"5"
NA,NA,"trout",3,"c",NA,NA,NA,NA,"5"
NA,NA,"salmon",3,"c",NA,NA,NA,NA,"5"
NA,NA,"pike",3,"c",NA,NA,NA,NA,"5"
NA,NA,"not_specified",3,"d","-998",NA,NA,NA,"5"
NA,NA,"zander",3,"d",NA,NA,NA,NA,"5"
NA,NA,"perch",3,"d",NA,NA,NA,NA,"5"
NA,NA,"trout",3,"d",NA,NA,NA,NA,"5"
NA,NA,"salmon",3,"d",NA,NA,NA,NA,"5"
NA,NA,"pike",3,"d",NA,NA,NA,NA,"5"
NA,NA,"not_specified",3,"e","3",NA,NA,NA,"5"
NA,NA,"zander",3,"e",NA,NA,NA,NA,"5"
NA,NA,"perch",3,"e",NA,NA,NA,NA,"5"
NA,NA,"trout",3,"e",NA,NA,NA,NA,"5"
NA,NA,"salmon",3,"e",NA,NA,NA,NA,"5"
NA,NA,"pike",3,"e",NA,NA,NA,NA,"5"
NA,NA,"not_specified",3,"f","2",NA,NA,NA,"5"
NA,NA,"zander",3,"f",NA,NA,NA,NA,"5"
NA,NA,"perch",3,"f",NA,NA,NA,NA,"5"
NA,NA,"trout",3,"f",NA,NA,NA,NA,"5"
NA,NA,"salmon",3,"f",NA,NA,NA,NA,"5"
NA,NA,"pike",3,"f",NA,NA,NA,NA,"5"
NA,NA,"not_specified",3,"g","-998",NA,NA,NA,"5"
NA,NA,"zander",3,"g",NA,NA,NA,NA,"5"
NA,NA,"perch",3,"g",NA,NA,NA,NA,"5"
NA,NA,"trout",3,"g",NA,NA,NA,NA,"5"
NA,NA,"salmon",3,"g",NA,NA,NA,NA,"5"
NA,NA,"pike",3,"g",NA,NA,NA,NA,"5"
NA,NA,NA,4,"a","1",NA,NA,NA,"5"
NA,NA,NA,4,"b","2",NA,NA,NA,"5"
NA,NA,NA,4,"c","-998",NA,NA,NA,"5"
NA,NA,NA,4,"d","1",NA,NA,NA,"5"
NA,NA,NA,4,"e","1",NA,NA,NA,"5"
NA,NA,NA,4,"f","999",NA,NA,NA,"5"
NA,NA,NA,4,"g","999",NA,NA,NA,"5"
NA,NA,NA,5,"a","3",NA,NA,NA,"5"
NA,NA,NA,5,"b","2",NA,NA,NA,"5"
NA,NA,NA,5,"c","-998",NA,NA,NA,"5"
NA,NA,NA,5,"d","3",NA,NA,NA,"5"
NA,NA,NA,5,"e","3",NA,NA,NA,"5"
NA,NA,NA,5,"f","3",NA,NA,NA,"5"
NA,NA,NA,5,"g","3",NA,NA,NA,"5"
NA,NA,NA,6,"a","-999",NA,NA,NA,"5"
NA,NA,NA,6,"b","1",NA,NA,NA,"5"
NA,NA,NA,6,"c","-999",NA,NA,NA,"5"
NA,NA,NA,6,"d","-999",NA,NA,NA,"5"
NA,NA,NA,6,"e","-999",NA,NA,NA,"5"
NA,NA,NA,6,"f","-999",NA,NA,NA,"5"
NA,NA,NA,6,"g","-999",NA,NA,NA,"5"
NA,NA,NA,7,"a","-999",NA,NA,NA,"5"
NA,NA,NA,7,"b","3",NA,NA,NA,"5"
NA,NA,NA,7,"c","-999",NA,NA,NA,"5"
NA,NA,NA,7,"d","-999",NA,NA,NA,"5"
NA,NA,NA,7,"e","-999",NA,NA,NA,"5"
NA,NA,NA,7,"f","-999",NA,NA,NA,"5"
NA,NA,NA,7,"g","-999",NA,NA,NA,"5"
NA,NA,NA,8,NA,"5",NA,NA,NA,"5"
NA,NA,NA,9,"a","2",NA,NA,NA,"5"
NA,NA,NA,9,"b","0",NA,NA,NA,"5"
NA,NA,NA,9,"c","1",NA,NA,NA,"5"
NA,NA,NA,9,"d","0",NA,NA,NA,"5"
NA,NA,NA,9,"e","0",NA,NA,NA,"5"
NA,NA,NA,9,"f","0",NA,NA,NA,"5"
NA,NA,NA,9,"g","2",NA,NA,NA,"5"
NA,NA,NA,10,"a","0",NA,NA,NA,"5"
NA,NA,NA,10,"b","0",NA,NA,NA,"5"
NA,NA,NA,10,"c","1",NA,NA,NA,"5"
NA,NA,NA,10,"d","0",NA,NA,NA,"5"
NA,NA,NA,10,"e","3",NA,NA,NA,"5"
NA,NA,NA,10,"f","0",NA,NA,NA,"5"
NA,NA,NA,10,"g","3",NA,NA,NA,"5"
NA,NA,NA,11,NA,NA,"10000","50000","sek_unit","5"
NA,NA,NA,12,NA,NA,"50000","1000000","sek_unit","5"
NA,NA,"not_specified",13,"a","2",NA,NA,NA,"5"
NA,NA,"perch",13,"a",NA,NA,NA,NA,"5"
NA,NA,"salmon/trout",13,"a",NA,NA,NA,NA,"5"
NA,NA,"not_specified",13,"b",NA,NA,NA,NA,"5"
NA,NA,"perch",13,"b","0",NA,NA,NA,"5"
NA,NA,"salmon/trout",13,"b","2",NA,NA,NA,"5"
NA,NA,"not_specified",13,"c","-998",NA,NA,NA,"5"
NA,NA,"perch",13,"c",NA,NA,NA,NA,"5"
NA,NA,"salmon/trout",13,"c",NA,NA,NA,NA,"5"
NA,NA,"not_specified",13,"d","1",NA,NA,NA,"5"
NA,NA,"perch",13,"d",NA,NA,NA,NA,"5"
NA,NA,"salmon/trout",13,"d",NA,NA,NA,NA,"5"
NA,NA,"not_specified",13,"e","2",NA,NA,NA,"5"
NA,NA,"perch",13,"e",NA,NA,NA,NA,"5"
NA,NA,"salmon/trout",13,"e",NA,NA,NA,NA,"5"
NA,NA,"not_specified",13,"f","1",NA,NA,NA,"5"
NA,NA,"perch",13,"f",NA,NA,NA,NA,"5"
NA,NA,"salmon/trout",13,"f",NA,NA,NA,NA,"5"
NA,NA,"not_specified",13,"g","1",NA,NA,NA,"5"
NA,NA,"perch",13,"g",NA,NA,NA,NA,"5"
NA,NA,"salmon/trout",13,"g",NA,NA,NA,NA,"5"
NA,NA,NA,14,NA,"5",NA,NA,NA,"5"
NA,NA,NA,15,"a","2",NA,NA,NA,"5"
NA,NA,NA,15,"b","2",NA,NA,NA,"5"
NA,NA,NA,15,"c","-998",NA,NA,NA,"5"
NA,NA,NA,15,"d","4",NA,NA,NA,"5"
NA,NA,NA,15,"e","2",NA,NA,NA,"5"
NA,NA,NA,15,"f","3",NA,NA,NA,"5"
NA,NA,NA,15,"g","1",NA,NA,NA,"5"
NA,NA,NA,16,NA,"1",NA,NA,NA,"5"
NA,NA,NA,17,NA,"1",NA,NA,NA,"5"
NA,NA,NA,18,NA,"2",NA,NA,NA,"5"
NA,NA,NA,19,NA,"1",NA,NA,NA,"5"
NA,NA,NA,20,NA,"4",NA,NA,NA,"5"
NA,NA,NA,21,"a","1",NA,NA,NA,"5"
NA,NA,NA,21,"b","1",NA,NA,NA,"5"
NA,NA,NA,21,"c","1",NA,NA,NA,"5"
NA,NA,NA,22,NA,"2",NA,NA,NA,"5"
NA,NA,NA,23,NA,"-999",NA,NA,NA,"5"
NA,NA,NA,24,NA,"4",NA,NA,NA,"5"
NA,NA,NA,25,NA,"-999",NA,NA,NA,"5"
NA,NA,NA,26,NA,"4",NA,NA,NA,"5"
NA,NA,NA,27,NA,"4",NA,NA,NA,"5"
NA,NA,NA,28,NA,"5",NA,NA,NA,"5"
NA,NA,NA,29,NA,"999",NA,NA,NA,"5"
NA,NA,NA,30,NA,"3",NA,NA,NA,"5"
NA,NA,NA,31,NA,"4",NA,NA,NA,"5"
NA,NA,NA,32,NA,"4",NA,NA,NA,"5"
NA,NA,NA,33,NA,"3",NA,NA,NA,"5"
NA,NA,NA,34,NA,"4",NA,NA,NA,"5"
NA,NA,NA,35,NA,"2",NA,NA,NA,"5"
NA,NA,NA,36,NA,NA," 5"," 100"," days","5"
NA,NA,NA,37,NA,NA,NA,NA,"not_reported","5"
NA,NA,NA,38,NA,NA," 100"," 5000"," sek_season","5"
NA,NA,NA,39,NA,NA,"30"," 50"," liter_trip","5"
NA,NA,NA,40,NA,NA,"20"," 50"," liter_trip","5"
NA,NA,NA,41,NA,NA,NA,NA,"not_reported","5"
NA,NA,NA,42,NA,NA,"999"," 999"," hours","5"
NA,NA,NA,43,NA,NA,NA,NA,"not_reported","5"
NA,NA,NA,44,NA,"5",NA,NA,NA,"5"
NA,NA,NA,45,NA,"-999",NA,NA,NA,"5"
NA,NA,NA,0,NA,"pelagic_trawler",NA,NA,NA,"6"
NA,"not_specified",NA,2,"a","5",NA,NA,NA,"6"
NA,"Baltic",NA,2,"a",NA,NA,NA,NA,"6"
NA,"NorthSea",NA,2,"a",NA,NA,NA,NA,"6"
NA,"not_specified",NA,2,"b","1.5",NA,NA,NA,"6"
NA,"Baltic",NA,2,"b",NA,NA,NA,NA,"6"
NA,"NorthSea",NA,2,"b",NA,NA,NA,NA,"6"
NA,"not_specified",NA,2,"c","1",NA,NA,NA,"6"
NA,"Baltic",NA,2,"c",NA,NA,NA,NA,"6"
NA,"NorthSea",NA,2,"c",NA,NA,NA,NA,"6"
NA,"not_specified",NA,2,"d","5",NA,NA,NA,"6"
NA,"Baltic",NA,2,"d",NA,NA,NA,NA,"6"
NA,"NorthSea",NA,2,"d",NA,NA,NA,NA,"6"
NA,"not_specified",NA,2,"e","5",NA,NA,NA,"6"
NA,"Baltic",NA,2,"e",NA,NA,NA,NA,"6"
NA,"NorthSea",NA,2,"e",NA,NA,NA,NA,"6"
NA,"not_specified",NA,2,"f",NA,NA,NA,NA,"6"
NA,"Baltic",NA,2,"f","4",NA,NA,NA,"6"
NA,"NorthSea",NA,2,"f","1",NA,NA,NA,"6"
NA,"not_specified",NA,2,"g","1",NA,NA,NA,"6"
NA,"Baltic",NA,2,"g",NA,NA,NA,NA,"6"
NA,"NorthSea",NA,2,"g",NA,NA,NA,NA,"6"
NA,"not_specified",NA,3,"a","3",NA,NA,NA,"6"
NA,"Baltic",NA,3,"a",NA,NA,NA,NA,"6"
NA,"NorthSea",NA,3,"a",NA,NA,NA,NA,"6"
NA,"not_specified",NA,3,"b",NA,NA,NA,NA,"6"
NA,"Baltic",NA,3,"b","2",NA,NA,NA,"6"
NA,"NorthSea",NA,3,"b","4",NA,NA,NA,"6"
NA,"not_specified",NA,3,"c","1",NA,NA,NA,"6"
NA,"Baltic",NA,3,"c",NA,NA,NA,NA,"6"
NA,"NorthSea",NA,3,"c",NA,NA,NA,NA,"6"
NA,"not_specified",NA,3,"d","1",NA,NA,NA,"6"
NA,"Baltic",NA,3,"d",NA,NA,NA,NA,"6"
NA,"NorthSea",NA,3,"d",NA,NA,NA,NA,"6"
NA,"not_specified",NA,3,"e","3",NA,NA,NA,"6"
NA,"Baltic",NA,3,"e",NA,NA,NA,NA,"6"
NA,"NorthSea",NA,3,"e",NA,NA,NA,NA,"6"
NA,"not_specified",NA,3,"f","3",NA,NA,NA,"6"
NA,"Baltic",NA,3,"f",NA,NA,NA,NA,"6"
NA,"NorthSea",NA,3,"f",NA,NA,NA,NA,"6"
NA,"not_specified",NA,3,"g","2",NA,NA,NA,"6"
NA,"Baltic",NA,3,"g",NA,NA,NA,NA,"6"
NA,"NorthSea",NA,3,"g",NA,NA,NA,NA,"6"
NA,NA,NA,4,"a","1",NA,NA,NA,"6"
NA,NA,NA,4,"b","1",NA,NA,NA,"6"
NA,NA,NA,4,"c","1",NA,NA,NA,"6"
NA,NA,NA,4,"d","1",NA,NA,NA,"6"
NA,NA,NA,4,"e","1",NA,NA,NA,"6"
NA,NA,NA,4,"f","1",NA,NA,NA,"6"
NA,NA,NA,4,"g","1",NA,NA,NA,"6"
NA,NA,NA,5,"a","2",NA,NA,NA,"6"
NA,NA,NA,5,"b","1",NA,NA,NA,"6"
NA,NA,NA,5,"c","3",NA,NA,NA,"6"
NA,NA,NA,5,"d","3",NA,NA,NA,"6"
NA,NA,NA,5,"e","3",NA,NA,NA,"6"
NA,NA,NA,5,"f","1",NA,NA,NA,"6"
NA,NA,NA,5,"g","1",NA,NA,NA,"6"
NA,NA,NA,6,"a","5",NA,NA,NA,"6"
NA,NA,NA,6,"b","5",NA,NA,NA,"6"
NA,NA,NA,6,"c","-999",NA,NA,NA,"6"
NA,NA,NA,6,"d","-999",NA,NA,NA,"6"
NA,NA,NA,6,"e","-999",NA,NA,NA,"6"
NA,NA,NA,6,"f","3",NA,NA,NA,"6"
NA,NA,NA,6,"g","3",NA,NA,NA,"6"
NA,NA,NA,7,"a","4",NA,NA,NA,"6"
NA,NA,NA,7,"b","4",NA,NA,NA,"6"
NA,NA,NA,7,"c","-999",NA,NA,NA,"6"
NA,NA,NA,7,"d","-999",NA,NA,NA,"6"
NA,NA,NA,7,"e","-999",NA,NA,NA,"6"
NA,NA,NA,7,"f","-999",NA,NA,NA,"6"
NA,NA,NA,7,"g","-999",NA,NA,NA,"6"
NA,NA,NA,8,NA,"3",NA,NA,NA,"6"
NA,NA,NA,9,"a","1",NA,NA,NA,"6"
NA,NA,NA,9,"b","0",NA,NA,NA,"6"
NA,NA,NA,9,"c","2",NA,NA,NA,"6"
NA,NA,NA,9,"d","0",NA,NA,NA,"6"
NA,NA,NA,9,"e","1",NA,NA,NA,"6"
NA,NA,NA,9,"f","1",NA,NA,NA,"6"
NA,NA,NA,9,"g","2.5",NA,NA,NA,"6"
NA,NA,NA,10,"a","3",NA,NA,NA,"6"
NA,NA,NA,10,"b","0",NA,NA,NA,"6"
NA,NA,NA,10,"c","3",NA,NA,NA,"6"
NA,NA,NA,10,"d","0",NA,NA,NA,"6"
NA,NA,NA,10,"e","0",NA,NA,NA,"6"
NA,NA,NA,10,"f","0",NA,NA,NA,"6"
NA,NA,NA,10,"g","3",NA,NA,NA,"6"
NA,NA,NA,11,NA,NA,"10000","50000","sek_unit","6"
NA,NA,NA,12,NA,NA,"1e+05","5e+05","sek_unit","6"
NA,NA,NA,13,"a","2",NA,NA,NA,"6"
NA,NA,NA,13,"b","0",NA,NA,NA,"6"
NA,NA,NA,13,"c","2",NA,NA,NA,"6"
NA,NA,NA,13,"d","0",NA,NA,NA,"6"
NA,NA,NA,13,"e","0",NA,NA,NA,"6"
NA,NA,NA,13,"f","0",NA,NA,NA,"6"
NA,NA,NA,13,"g","2",NA,NA,NA,"6"
NA,NA,NA,14,NA,"4",NA,NA,NA,"6"
NA,NA,NA,15,"a","3.5",NA,NA,NA,"6"
NA,NA,NA,15,"b","-999",NA,NA,NA,"6"
NA,NA,NA,15,"c","4",NA,NA,NA,"6"
NA,NA,NA,15,"d","-999",NA,NA,NA,"6"
NA,NA,NA,15,"e","-999",NA,NA,NA,"6"
NA,NA,NA,15,"f","-999",NA,NA,NA,"6"
NA,NA,NA,15,"g","4",NA,NA,NA,"6"
NA,NA,NA,16,NA,"2",NA,NA,NA,"6"
NA,NA,NA,17,NA,"1",NA,NA,NA,"6"
NA,NA,NA,18,NA,"2",NA,NA,NA,"6"
NA,NA,NA,19,NA,"-999",NA,NA,NA,"6"
NA,NA,NA,20,NA,"1.5",NA,NA,NA,"6"
NA,NA,NA,21,"a","4",NA,NA,NA,"6"
NA,NA,NA,21,"b","4",NA,NA,NA,"6"
NA,NA,NA,21,"c","4",NA,NA,NA,"6"
NA,NA,NA,22,NA,"2",NA,NA,NA,"6"
NA,NA,NA,23,NA,"1",NA,NA,NA,"6"
NA,NA,NA,24,NA,"4.5",NA,NA,NA,"6"
NA,NA,NA,25,NA,"5",NA,NA,NA,"6"
NA,NA,NA,26,NA,"5",NA,NA,NA,"6"
NA,NA,NA,27,NA,"5",NA,NA,NA,"6"
NA,NA,NA,28,NA,"3",NA,NA,NA,"6"
NA,NA,NA,29,NA,"5",NA,NA,NA,"6"
NA,NA,NA,30,NA,"5",NA,NA,NA,"6"
NA,NA,NA,31,NA,"2",NA,NA,NA,"6"
NA,NA,NA,32,NA,"4",NA,NA,NA,"6"
NA,NA,NA,33,NA,"5",NA,NA,NA,"6"
NA,NA,NA,34,NA,"5",NA,NA,NA,"6"
NA,NA,NA,35,NA,"2",NA,NA,NA,"6"
NA,NA,NA,36,NA,NA,"140","170","days","6"
NA,NA,NA,37,NA,NA,"25","30","Million_sek_season","6"
NA,NA,NA,38,NA,NA,"1","10","% of income","6"
NA,NA,NA,39,NA,NA,"600","650","liters_hour","6"
NA,NA,NA,40,NA,NA,NA,NA,"not_reported","6"
NA,NA,NA,41,NA,NA,NA,NA,"not_reported","6"
NA,NA,NA,42,NA,NA,"0","0","hours","6"
NA,NA,NA,43,NA,NA,NA,NA,"not_reported","6"
NA,NA,NA,44,NA,"5",NA,NA,NA,"6"
NA,NA,NA,45,NA,"-999",NA,NA,NA,"6"
NA,NA,NA,0,NA,"coastal",NA,NA,NA,"7"
NA,NA,"not_specified",2,"a","4.5",NA,NA,NA,"7"
NA,NA,"herring",2,"a",NA,NA,NA,NA,"7"
NA,NA,"perch",2,"a",NA,NA,NA,NA,"7"
NA,NA,"not_specified",2,"b","2",NA,NA,NA,"7"
NA,NA,"herring",2,"b","1",NA,NA,NA,"7"
NA,NA,"perch",2,"b","2",NA,NA,NA,"7"
NA,NA,"not_specified",2,"c","-999",NA,NA,NA,"7"
NA,NA,"herring",2,"c",NA,NA,NA,NA,"7"
NA,NA,"perch",2,"c",NA,NA,NA,NA,"7"
NA,NA,"not_specified",2,"d","1",NA,NA,NA,"7"
NA,NA,"herring",2,"d",NA,NA,NA,NA,"7"
NA,NA,"perch",2,"d",NA,NA,NA,NA,"7"
NA,NA,"not_specified",2,"e","4",NA,NA,NA,"7"
NA,NA,"herring",2,"e",NA,NA,NA,NA,"7"
NA,NA,"perch",2,"e",NA,NA,NA,NA,"7"
NA,NA,"not_specified",2,"f","3",NA,NA,NA,"7"
NA,NA,"herring",2,"f",NA,NA,NA,NA,"7"
NA,NA,"perch",2,"f",NA,NA,NA,NA,"7"
NA,NA,"not_specified",2,"g","1",NA,NA,NA,"7"
NA,NA,"herring",2,"g",NA,NA,NA,NA,"7"
NA,NA,"perch",2,"g",NA,NA,NA,NA,"7"
NA,NA,"not_specified",3,"a","-999",NA,NA,NA,"7"
NA,NA,"herring",3,"a",NA,NA,NA,NA,"7"
NA,NA,"perch",3,"a",NA,NA,NA,NA,"7"
NA,NA,"not_specified",3,"b",NA,NA,NA,NA,"7"
NA,NA,"herring",3,"b","3",NA,NA,NA,"7"
NA,NA,"perch",3,"b","1",NA,NA,NA,"7"
NA,NA,"not_specified",3,"c","-999",NA,NA,NA,"7"
NA,NA,"herring",3,"c",NA,NA,NA,NA,"7"
NA,NA,"perch",3,"c",NA,NA,NA,NA,"7"
NA,NA,"not_specified",3,"d","2",NA,NA,NA,"7"
NA,NA,"herring",3,"d",NA,NA,NA,NA,"7"
NA,NA,"perch",3,"d",NA,NA,NA,NA,"7"
NA,NA,"not_specified",3,"e","3",NA,NA,NA,"7"
NA,NA,"herring",3,"e",NA,NA,NA,NA,"7"
NA,NA,"perch",3,"e",NA,NA,NA,NA,"7"
NA,NA,"not_specified",3,"f","1",NA,NA,NA,"7"
NA,NA,"herring",3,"f",NA,NA,NA,NA,"7"
NA,NA,"perch",3,"f",NA,NA,NA,NA,"7"
NA,NA,"not_specified",3,"g","1",NA,NA,NA,"7"
NA,NA,"herring",3,"g",NA,NA,NA,NA,"7"
NA,NA,"perch",3,"g",NA,NA,NA,NA,"7"
NA,NA,NA,4,"a","-999",NA,NA,NA,"7"
NA,NA,NA,4,"b","2",NA,NA,NA,"7"
NA,NA,NA,4,"c","-999",NA,NA,NA,"7"
NA,NA,NA,4,"d","-999",NA,NA,NA,"7"
NA,NA,NA,4,"e","1",NA,NA,NA,"7"
NA,NA,NA,4,"f","-998",NA,NA,NA,"7"
NA,NA,NA,4,"g","-998",NA,NA,NA,"7"
NA,NA,"not_specified",5,"a","3",NA,NA,NA,"7"
NA,NA,"salmon_whitefish",5,"a",NA,NA,NA,NA,"7"
NA,NA,"herring",5,"a",NA,NA,NA,NA,"7"
NA,NA,"not_specified",5,"b","2",NA,NA,NA,"7"
NA,NA,"salmon_whitefish",5,"b","1.5",NA,NA,NA,"7"
NA,NA,"herring",5,"b","1",NA,NA,NA,"7"
NA,NA,"not_specified",5,"c","-999",NA,NA,NA,"7"
NA,NA,"salmon_whitefish",5,"c",NA,NA,NA,NA,"7"
NA,NA,"herring",5,"c",NA,NA,NA,NA,"7"
NA,NA,"not_specified",5,"d","-999",NA,NA,NA,"7"
NA,NA,"salmon_whitefish",5,"d",NA,NA,NA,NA,"7"
NA,NA,"herring",5,"d",NA,NA,NA,NA,"7"
NA,NA,"not_specified",5,"e","3",NA,NA,NA,"7"
NA,NA,"salmon_whitefish",5,"e",NA,NA,NA,NA,"7"
NA,NA,"herring",5,"e",NA,NA,NA,NA,"7"
NA,NA,"not_specified",5,"f","3",NA,NA,NA,"7"
NA,NA,"salmon_whitefish",5,"f",NA,NA,NA,NA,"7"
NA,NA,"herring",5,"f",NA,NA,NA,NA,"7"
NA,NA,"not_specified",5,"g","3",NA,NA,NA,"7"
NA,NA,"salmon_whitefish",5,"g",NA,NA,NA,NA,"7"
NA,NA,"herring",5,"g",NA,NA,NA,NA,"7"
NA,NA,NA,6,"a","-999",NA,NA,NA,"7"
NA,NA,NA,6,"b","3",NA,NA,NA,"7"
NA,NA,NA,6,"c","-999",NA,NA,NA,"7"
NA,NA,NA,6,"d","-999",NA,NA,NA,"7"
NA,NA,NA,6,"e","-999",NA,NA,NA,"7"
NA,NA,NA,6,"f","-999",NA,NA,NA,"7"
NA,NA,NA,6,"g","-999",NA,NA,NA,"7"
NA,NA,NA,7,"a","-999",NA,NA,NA,"7"
NA,NA,NA,7,"b","-999",NA,NA,NA,"7"
NA,NA,NA,7,"c","-999",NA,NA,NA,"7"
NA,NA,NA,7,"d","-999",NA,NA,NA,"7"
NA,NA,NA,7,"e","-999",NA,NA,NA,"7"
NA,NA,NA,7,"f","3.5",NA,NA,NA,"7"
NA,NA,NA,7,"g","3.5",NA,NA,NA,"7"
NA,NA,NA,8,NA,"2",NA,NA,NA,"7"
NA,NA,NA,9,"a","2",NA,NA,NA,"7"
NA,NA,NA,9,"b","0",NA,NA,NA,"7"
NA,NA,NA,9,"c","-999",NA,NA,NA,"7"
NA,NA,NA,9,"d","0",NA,NA,NA,"7"
NA,NA,NA,9,"e","0",NA,NA,NA,"7"
NA,NA,NA,9,"f","2",NA,NA,NA,"7"
NA,NA,NA,9,"g","2",NA,NA,NA,"7"
NA,NA,NA,10,"a","0",NA,NA,NA,"7"
